Numero_RCS,Publication,Date,Company_Name,Address,Tags,Employee_List
B230738,RESA_2019_007.49,09-01-2019,Orbit Midco S.à r.l.,"1, rue Hildegard von Bingen, L-1282, Luxembourg ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Françoise Kindt'
B230758,RESA_2019_007.562,09-01-2019,TECHNIMETAL s. à r.].,"L-3313 Bergem, 95, Grand-Rue  du 17 décembre 2018 - Numéro 2018/2320 ",,'Yannick TOTIS'
8230759,RESA_2019_007.564,09-01-2019,Ceasaar S.à r.l.,,"'Administration', 'Management', 'Development', 'Commercial'","'Erik Kommer DE VOOGD', 'Kris GOORTS', 'Joeri STEEMAN', 'Frederik ROB', 'Virginie PIERRU'"
8230760,RESA_2019_007.565,09-01-2019,Universal Securitisation Solutions II S.A.,,,
8230761,RESA_2019_007.566,09-01-2019,SOUTH INK S.à r.l.," L-4361 Esch-sur-Alzette, 14, avenue du Rock’n roll  Grand-Duché de Luxembourg ","'Commercial', 'Development'","'Christian SCHUSTER', 'Louie Robin NATALICIO WENCESLAO', 'Rone11 NATALICIO', 'Ronell NATALICIO', 'Me1isa ADROVIC', 'Melisa ADROVIC'"
8230762,RESA_2019_007.567,09-01-2019,NVS International S.à r.].,,"'Foreign', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debt', 'Development', 'Acquisition'","'J ean-Pierre Amat', 'Adrien AMAT', 'James AMAT', 'J ean-Pierre AMAT', 'Gilles APEL', 'Frédéric MONCEAU', 'Karl LOUARN', 'J oeri STEEMAN', 'Marie-Line AMAT', 'Carmen AMAT', 'Andrée AMAT'"
8230763,RESA_2019_007.568,09-01-2019,Immo Carrières S.A.," L-2146 Luxembourg 63-65, rue de Merl ","'Acquisition', 'Foreign', 'Purchase', 'Subscription', 'Exchange'","'Jean-François HARPES', 'Jean-Marc FABER', 'Christophe MOUTON', 'Philippe VANDERHOVEN', 'Ingrid LAFOND'"
8230764,RESA_2019_007.569,09-01-2019,Stilbe Diversified S.à r.l.," 2, Avenue Charles de Gaulle L-1653 Luxembourg  ","'Acquisition', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Finance', 'Development'",'Isabel DIAS'
B230765,RESA_2019_007.570,09-01-2019,COHERENCE S.A R.L.," L-4750 Pétange, 109, route de Longwy    ","'Foreign', 'Management'","'M Gérard ANNET', 'Lucien ANNET', 'Brigitte Cécilia ANNET', 'Brigitte ANNET'"
B230766,RESA_2019_007.583,09-01-2019,Roma Holding SA,"111/115 avenue de Luxembourg  L-4940 Bascharage, Grand-Duché de Luxembourg. ","'Acquisition', 'Administration', 'Management', 'Debt'",'Léon Lhoist'
8230739,RESA_2019_007.66,09-01-2019,LSF 88 S.à r.|.," Atrium Business Park-Vitrum 33, rue du Puits Romain  ","'Acquisition', 'Holding', 'Foreign', 'Administration', 'Management', 'Development'",'Liridon ELSHANI'
8230767,RESA_2019_007.711,09-01-2019,MSM,,,"'Erwin SCHRÔDER', 'Antoine LEFORT', 'François-Julien LEFORT'"
8230768,RESA_2019_007.720,09-01-2019,Mimex Management SA.," L-1118 Luxembourg, 23, rue Aldringen  ","'Foreign', 'Management', 'Subscription', 'Purchase', 'Exchange'","'Anders HÔGBERG', 'Henri DA CRUZ', 'Gerhard NELLINGER'"
8230769,RESA_2019_007.725,09-01-2019,TREIS (LUXEMBOURG) S.à r.l.," 15, rue du Fort Bourbon, L-1249 Luxembourg,  Grand-Duché de Luxembourg ","'Management', 'Commercial', 'Investment'","'Matthieu BAUMGARTNER', 'Claude ZIMMER', 'Laure JACQUET', 'Coralie PAUWELS'"
F12108,RESA_2019_007.726,09-01-2019,CUVIES,"  24, rue Adam Roberti ",,"'Salvatore BURGIO', 'Valentina CORP]NO‚ employée administrative', 'Sylvie PULL'"
F12109,RESA_2019_007.727,09-01-2019,« Australia New Zealand Chamber of Commerce Luxembourg »,,'Commercial',
8230770,RESA_2019_007.743,09-01-2019,Phoenix PSF,"64, rue Principale, L-5367 Schuttrange ","'Management', 'Finance'",'Caroline RAMIER'
8230771,RESA_2019_007.749,09-01-2019,Woody-Wood Peters,"L-8720 Rippweiler, 15, Um Millebierg ",,'Claude Marcel PETERS'
8230772,RESA_2019_007.797,09-01-2019,Lion's S.à r.l.," L-3441 Dudelange  46, avenue Grande-Duchesse Charlotte ",,'Kevin BEFFORT'
8230740,RESA_2019_007.80,09-01-2019,VAEL DEN LANDSCHAFTSGÂRTNER S.à.r.l.-S, 36A rue Neuve  L-3781 Tetange ,"'Commercial', 'Development'",
B230741,RESA_2019_007.83,09-01-2019,DALOS - EUROPE BRAZIL BUSINESS INTERMEDIATION,,"'Commercial', 'Development'","'GOMES DOS SANTOS JUNIOR JOAO SMITH', 'OLIVEIRA DOS SANTOS ANA LlVlA'"
8230782,RESA_2019_008.238,10-01-2019,Kpler Ventures SCSp,"4, rue Jean-Pierre Probst L-2168 Luxembourg  Extrait du contrat social conformément à l’article 6 de la loi de 10 août 1915",'Development',
F12112,RESA_2019_008.239,10-01-2019,Sociétés des Artisans et commerçants Réunis de Ehlerange,,,
8230783,RESA_2019_008.240,10-01-2019,AWK S.à r.l.," L-2340 Luxembourg, 1, rue Philippe || R.C.S. Luxembourg  ",,"'Robert AREND', 'Daniéle WEBER', 'Danièle WEBER'"
B230784,RESA_2019_008.241,10-01-2019,SUSTAINABLE ENERGY MANAGEMENT PARTNER SARL,"25A, Boulevard Royal, L-2449 Luxembourg  NUMERO 3190/2018 ","'Administration', 'Management', 'Development', 'Real Estate'","'Glenn PROELLOCHS', 'Carine GRUNDHEBER'"
8230785,RESA_2019_008.244,10-01-2019,F55 Lighthouse Holdings S.à r.l.," 33, avenue Monterey  L-2163 Luxembourg, Grand-Duché de Luxembourg ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANI'
8230786,RESA_2019_008.246,10-01-2019,Phil Invest S.à r.l.,"8399 Windhof, 12, rue d’Arlon ",,"'Philippe GERARD', 'Laure JACQUET'"
F12113,RESA_2019_008.248,10-01-2019,Sozialliberal Partei Lätzebuerg,"21 avril 1928. 13 Grand-Rue L-4l32 Esch-sur-Alzette  Parteisatzung SATZUNG UND GRUND STRUKTUR DER SOZIALLIBERALEN PARTEI LUXEMBURG  § 01 NAME, SITZ UND TÂTIGKEITSGEBIET",,
B230787,RESA_2019_008.250,10-01-2019,Ramezée Invest SA,"1, rue Hildegard von Bingen  L-1282 Luxembourg, Grand-Duché de Luxembourg ","'Acquisition', 'Administration', 'Management', 'Debt'",'Léon Lhoist'
F12114,RESA_2019_008.259,10-01-2019,Bruzzis,3 op Rommelspont L-7418 Buschdorf  STATUTEN,,
8230773,RESA_2019_008.29,10-01-2019,PEC IMMO S.à r.l.," 38, Rangwee, L-2412 Luxembourg, ","'Purchase', 'Acquisition', 'Subscription', 'Exchange'","'Alexis VERTSTRAETEN ', 'Damien BARBOSA', 'Antonio Manuel DA SILVA CARVALHO', 'Steeve SIMONETTI'"
8230788,RESA_2019_008.297,10-01-2019,PASSERI TINO S.à.r.l.-S,"L-6670 Mertert 34, rue Basse  L'an deux mille dix-neuf, le trois janvier à L-667O Mertert, 34 rue Basse. ONT COMPARUS: Monsieur Robertino PASSERI, né le 05 juin 1966 à Grevenmacher (Luxembourg) demeurant au 34, Rue Basse, L-667O MERTERT,",'Commercial',"'Robertino PASSERI', 'Gabrielle Joséphine V. MARGRAFF'"
8230781,RESA_2019_008.317,10-01-2019,Five Arrows Holding VII S.à r.l.," 33, rue Sainte Zithe, L-2763 Luxembourg  ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'","'Henri DA CRUZ', 'Charles TRITTON ', 'Victor DECRION ', 'Angelo LUIS', 'Xavier MONNEREAU', 'Elisa COSTANZO'"
8230789,RESA_2019_008.390,Enr/estgAr,", .à r.l.-S; Société à responsabilité limitée Slmpllﬁee",,"'Commercial', 'Development'",'Anna Gutkevits'
8230774,RESA_2019_008.40,10-01-2019,"AC Cars Luxembourg, S.à r.l.-S.",,,'Nathan ACKERMANN'
8230775,RESA_2019_008.43,10-01-2019,ESO Services S.à r.l.," L-1631 Luxembourg, 21, rue Glesener ",'Debt','Tessy Bodeving'
8230790,RESA_2019_008.430,10-01-2019,Areachap Investments 1 S.à r.|.,,"'Acquisition', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Finance', 'Development', 'Investment'",
8230791,RESA_2019_008.436,10-01-2019,Fortes Shipping S.A.,,,
B230792,RESA_2019_008.438,10-01-2019,CEPD ll-F S.C.Sp.,,,
8230793,RESA_2019_008.439,10-01-2019,LSF 85 S.à r.|.," Atrium Business Park-Vitrum  33, rue du Puits Romain ","'Acquisition', 'Holding', 'Foreign', 'Administration', 'Management', 'Development'",'Liridon Elshani'
8230794,RESA_2019_008.440,10-01-2019,LSF 87 S.à r.l.," Atrium Business Park-Vitrum 33, rue du Puits Romain  ","'Acquisition', 'Holding', 'Foreign', 'Administration', 'Management', 'Development'",'Liridon Elshani'
8230795,RESA_2019_008.458,10-01-2019,REDEVOO S.à r.l.-S,"L-1267 Luxembourg, 15, rue Robert Bruch ",,"'Raoul RAISON', 'Giacomo FAUSTO', 'Pierre KEMMER'"
8230776,RESA_2019_008.48,10-01-2019,GARRETT S.à r.l.-S;,,'Commercial',"'PARIZE Nereu Bruno', 'BARBOSA GARRETT Priscila'"
8230796,RESA_2019_008.481,10-01-2019,LSF 90 S.à r.l.," Atrium Business Park-Vitrum 33, rue du Puits Romain  ","'Acquisition', 'Holding', 'Foreign', 'Administration', 'Management', 'Development'",'Liridon ELSHANI'
B230797,RESA_2019_008.494,10-01-2019,Dennenhuis Invest SA,"12, rue Eugène Ruppert L-2453 Luxembourg, Grand-Duché de Luxembourg ","'Acquisition', 'Administration', 'Management', 'Debt'",'Léon Lhoist'
8230???,RESA_2019_008.56,10-01-2019,"Résine Stylux, S.à r.l.-S, Société à responsabilité limitée simpliﬁée",,'Commercial',"'Cherkaoui Hardeul', 'Cherkaoui Hardoul'"
B230798,RESA_2019_008.568,10-01-2019,F & C Home Clean S.A R.l.-S,,'Commercial',"'CERQUEIRA FERNANDES Maria de Fatima', 'MARQUES PEREIRA Catia Alexandra', 'Cerqueira Fernandes Maria de Fatima', 'Marques Pereira Catia Alexandra'"
8230778,RESA_2019_008.58,10-01-2019,ESO Real Assets Management I S.à r.l.," L-1631 Luxembourg, 21, rue Glesener ",,'Tessy Bodeving'
F12111,RESA_2019_008.59,10-01-2019,SIGNE AVEC JOSEPHINE,"  72, route du Vin, ",,
8230799,RESA_2019_008.606,10-01-2019,Industrial European Holding Group S.à r.l.," 23, avenue Monterey L-2163 Luxembourg ",,"'Abdelkader DERROUICHE', 'Kamel ALIAT', 'Alexander BROWNING', 'Kamel Aliat', 'Alexander Browning', 'Helena RAMOS', 'Emilie LAMY', 'Natalie RAMSDEN'"
8230800,RESA_2019_008.617,10-01-2019,Parque D. Pedro 2 S.à r.l.,"L-1882 Luxembourg, 12C, rue Guillaume J. Kroll  NUMERO 3202/2018 ","'Acquisition', 'Holding', 'Foreign', 'Administration', 'Development', 'Management', 'Investment', 'Debt'","'Frédéric SALVADORE', 'Carine GRUNDHEBER'"
8230801,RESA_2019_008.618,10-01-2019,“ED Corporation”,"1, rue Jean Piret, 2350 Luxembourg  Grand-Duché de Luxembourg ","'Administration', 'Management', 'Development'","'Fernando CABRE CASAS', 'Robert FABER', 'Jorge PARLADE DE ELIA', 'Juan Miguel PARLADE DE ELIA', 'Michael PROBST', 'Jacqueline HONYMUS'"
B230779,RESA_2019_008.62,10-01-2019,Bertholet Holding Luxembourg SAS," 6D, route de Trèves, L-2633 Senningerberg ","'Acquisition', 'Foreign', 'Administration', 'Development', 'Management'",
8230802,RESA_2019_008.620,10-01-2019,CURTAIN WALLING LUXEMBOURG SA.,"37, route de Longwy L-8080 Bertrange ",'Development',"'Adil Sefar', 'Laurent Knapen', 'José Rodriguez Portugal', 'Caroline RAMIER'"
B230803,RESA_2019_008.621,10-01-2019,Edison Monroe Properties S.à r.l.,"L-1116 Luxembourg  6, rue Adolphe ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Olivier Maciejewski'
F12115,RESA_2019_008.622,10-01-2019,"ISL BUSINESS CLUB, Asociation sans but lucratif",,,
8230804,RESA_2019_008.623,10-01-2019,KPC CONSEILS S.A.,"37, route de Longwy L-8080 Bertrange ",'Management',"'Mathieu Canale', 'Laurent Knapen', 'José Rodriguez Portugal', 'Caroline RAMIER'"
B230805,RESA_2019_008.624,10-01-2019,Privilege Dublin Holdings S.à r.l.,"35D, avenue John F. Kennedy, L-1855 Luxembourg  NUMERO 3277/2018 ","'Commercial', 'Foreign', 'Acquisition', 'Purchase', 'Real Estate'","'Marcin PACZKOWSKI', 'Stephane BLONDEAU', 'Alexia UHL', 'Evgeniya KLIMCHUK'"
8230806,RESA_2019_008.625,10-01-2019,SC Apera EU PD Sàrl,,,"'Rachel BERNARD', 'Stephen PENNEY', 'Christian HINZE', 'Christophe ARNOULD', 'Elodie BRIQUET'"
E6793,RESA_2019_008.626,10-01-2019,DIGITAL HD SC — Société Civile,,'Development',"'HADDAD Remy', 'HADDAD Rémy', 'COURSON Nathalie'"
8230807,RESA_2019_008.628,10-01-2019,SC TKH EU PD Sàrl,,,"'Rachel BERNARD', 'Stephen PENNEY', 'Christian HINZE', 'Christophe ARNOULD', 'Elodie BRIQUET'"
8230808,RESA_2019_008.629,10-01-2019,Buzzcity SA.,"L-8009 Strassen, 19-21, route d’Arlon",'Foreign',"'Louis de Halleux', 'Louis de HALLEUX', 'Geoffroy Mertens', 'Annick de Meel'"
8230780,RESA_2019_008.63,10-01-2019,RIJO HOOFTRIMMING S.à r.l.,,,
B230809,RESA_2019_008.633,10-01-2019,GREENOAK ITALY (LUX) SCSP,"20, RUE DE LA POSTE, 2346 LUXEMBOURG GRAND-DUCHE DE LUXEMBOURG  1)","'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Management'",
8230810,RESA_2019_008.649,10-01-2019,Luxotres S.à r.l.-S; Société à responsabilité limitée simpliﬁée,,"'Development', 'Commercial'","'Giovanni Malgarini', 'Angelo Milanesi', 'Chiara Mancuso'"
B230811,RESA_2019_008.679,10-01-2019,MP CONSULTING S.à r.l.-S.,,'Development',"'Pierre LICHTFUS', 'Morgan JOSEPH'"
8230812,RESA_2019_008.680,10-01-2019,"Gramercy Property Europe IV SCA, SlCAV-RAIF",,"'Investment', 'Management'",
8230821,RESA_2019_009.102,11-01-2019,„Mypromo Solutions GmbH“,"40-42, Grand-Rue L-663O Wasserbillig  (Großherzogtum Luxemburg)",,
B230822,RESA_2019_009.106,11-01-2019,Southern Breweries S.à r.l.,,"'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Frank Stolz-Page'
8230823,RESA_2019_009.109,11-01-2019,FIN EXAN GE SA.,"L-2449 Luxembourg, 25A, Boulevard Royal  NUMERO 3201/2018 ","'Commercial', 'Management', 'Purchase'","'Tom BERNARDY', 'Carine GRUNDHEBER'"
8230824,RESA_2019_009.183,11-01-2019,"Beim Zéiwenpetzer, Sarls","12, Am Wangert, L-7568 Mersch  SATZUNG  Im Jahre zweitausendneunzehn, am zweiten Tag des Monats Januar hat Frau Pascale SCHOLTES, geboren in Luxemburg, am 20. Februar 1981, wohnhaft in 12, am Wangert L-7568 Mersch",,
8230825,RESA_2019_009.233,11-01-2019,"HELFENT S.A R L, Société à responsabilité limitée"," L-8080 Bertrange, 9, rue Pletzer ","'Management', 'Foreign'","'Pierre FEDERSPIEL', 'Gilbert BARTZEN', 'Michel FEDERSPIEL', 'Marguerite BACK', 'Karin FEDERSPIEL'"
E6795,RESA_2019_009.263,11-01-2019,MBSS TWO SCI,,"'Management', 'Development'","'Michele BARBONE', 'Biljana ANGELOSKA', 'Bilj ana ANGELOSKA'"
8230826,RESA_2019_009.266,11-01-2019,Barings Core Fund Coldplay S.à r.l.," 6, rue Eugène Ruppert, L-2453 Luxembourg ","'Acquisition', 'Investment'","'Chris Oberhag', 'James Salmon', 'Pietro Longo', 'Anja Grenner'"
8230827,RESA_2019_009.275,11-01-2019,Areachap Investments 3 S.à r.|.,,"'Acquisition', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Finance', 'Development', 'Investment'",
8230828,RESA_2019_009.297,11-01-2019,SC Co-Investment EU PD Sàrl,,,"'Rachel BERNARD', 'Stephen PENNEY', 'Christian HINZE', 'Christophe ARNOULD', 'Elodie Briquet', 'Stephen PENNY', 'Elodie BRIQUET'"
8230829,RESA_2019_009.329,11-01-2019,GS S.à r.l.-S,"182, Boulevard J.-F. Kennedy L-4930 BASCHARAGE ",'Commercial',"'Daniel Jorge DA SILVA SANTOS', 'Anabela GONÇALVES ARAUJO'"
8230830,RESA_2019_009.466,11-01-2019,F55 Lighthouse Leasehold S.à r.l.,"33, avenue Monterey  L-2163, Luxembourg, Grand-Duché de Luxembourg ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANI'
8230831,RESA_2019_009.474,11-01-2019,F55 Lighthouse Wolverhampton S.à r.l.," 33, avenue Monterey, L-2163 Luxembourg, Grand-Duché de Luxembourg  ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANl'
8230832,RESA_2019_009.509,11-01-2019,yellow ball S.à r.]. s," 26, rue Maréchal Foch, L-1527 Luxembourg    ",'Management','Jan GLAS'
8230833,RESA_2019_009.544,11-01-2019,MLE BUILDING & CONSULTING Sàrl-S,  L - 8287 KEHLEN ,,'LOUIS Marc'
8230835,RESA_2019_009.569,11-01-2019,Combo Bidco SARL," 1, rue Hildegard von Bingen L-1282 Luxembourg ","'Acquisition', 'Holding', 'Foreign', 'Administration', 'Development', 'Management'","'Frank Stolz-Page', 'François Champon', 'Nadia Dziwinski'"
8230836,RESA_2019_009.600,11-01-2019,"JECSON, S.a r.|.-S",,"'Commercial', 'Development'",'Atchanna Babu Gudela'
8230837,RESA_2019_009.624,11-01-2019,PROTAXI S.à r.|.-S;,,"'Commercial', 'Development'",'Pedro Manuel FERNANDES RODRIGUES'
8230838,RESA_2019_009.653,11-01-2019,Kennedy 2020 S.A.S.,"24-26, boulevard d'Avranches L-1160 Luxembourg ","'Development', 'Purchase', 'Administration', 'Debt'","'Bart Wille', 'Roland Bastian', 'Laurent Schumacher'"
8230839,RESA_2019_009.655,11-01-2019,ShelteR UCITS,"11-13, Boulevard de la Foire L-1528 Luxembourg Grand-Duché de Luxembourg","'Investment', 'Management'",
8230840,RESA_2019_009.656,11-01-2019,«PROJECT 4M3 Lux»,,,
8230813,RESA_2019_009.67,11-01-2019,L& S.à r.l.," L-4876 Lamadelaine  82, route de Luxembourg ",,'Qin LIN'
B230841,RESA_2019_009.676,11-01-2019,NaviShip Schifffahrt S.àr.l.,,,
8230842,RESA_2019_009.680,11-01-2019,F&F Legal,"6, rue Heine  L-1720 Luxembourg ",,'Guy BERNARD'
8230843,RESA_2019_009.727,11-01-2019,"DOgSItter-lll, S-a hl.-S",,"'Commercial', 'Development'","'Alphonse Schroeder', 'Jeannine Gossen'"
B230844,RESA_2019_009.784,11-01-2019,Privilege Dublin S.à r.l.,"35D, avenue John F. Kennedy, L-1855 Luxembourg  NUMERO 3278/2018 ","'Commercial', 'Foreign', 'Acquisition', 'Purchase', 'Real Estate'","'Marcin PACZKOWSKI', 'Christoph SNAGA', 'Alexia UHL', 'Evgeniya KLIMCHUK'"
F12116,RESA_2019_009.800,11-01-2019,CENTRE DE REVEIL SPIRITUEL - LUXEMBOURG ASBL,,,"'Claude KBUNDI', 'Benoît KALONJI', 'Eugénie NGALULA', 'Dina NZAMBI'"
8230845,RESA_2019_009.806,11-01-2019,"Friday 17 S.A., S.P.F."," 4 rue Albert Borschette, L-1246 Luxembourg    ",,
8230846,RESA_2019_009.809,11-01-2019,ASP LUX FUND,"6H, route de Trèves, L-2633 Senningerberg Grand-Duché de Luxembourg  DÉPÔT RCS LUXEMBOURG","'Purchase', 'Subscription', 'Development'",
8230814,RESA_2019_009.81,11-01-2019,Thoosa Infrastructure Investments S.à r.I.," 146, Boulevard de Ia Pétrusse L-2330 Luxembourg  ","'Acquisition', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Finance'","'Thierry DEAU', 'Jens GENKEL', 'Corinne PETIT', 'Eva ORSERO'"
8230847,RESA_2019_009.814,11-01-2019,HC CONSULT," 55, Grand-rue, L-9905 Troisvierges R.C.S. Luxembourg en cours d’inscription  ",'Management',"'Christophe HARTMANN ', 'Jeanine CORNELY'"
8230815,RESA_2019_009.82,11-01-2019,FWRD S.à r.l.-S," L-4960 Clemency, 4, rue de Bascharage    ","'Commercial', 'Real Estate'","'Joe HOFFMANN', 'Kevin HOFFMANN', 'Maxime Alfredo FERRETTI'"
E6796,RESA_2019_009.824,11-01-2019,TROISCOJA SCI," L-9711 Clervaux, 80, Grand-Rue ","'Commercial', 'Acquisition', 'Administration', 'Management'","'Rainer CORNELY', 'Mireille CORNELY-JAKOBY'"
8230848,RESA_2019_009.828,11-01-2019,F55 Dome TopCo S.à r.l.," 33, avenue Monterey  L-2163 Luxembourg, Grand-Duché de Luxembourg ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Development'",'Liridon ELSHANI'
E6794,RESA_2019_009.83,11-01-2019,Vajra," 1A, Heienhaff, L-1736 Senningerberg  Grand-Duché de Luxembourg ",'Development',"'Alexandre Garèse', 'Mustafa NEZAR', 'Lionel Adli', 'Eric Sellam', 'Caroline Felten'"
8230816,RESA_2019_009.84,11-01-2019,EFH SCA SlCAV-RAIF,,"'Investment', 'Real Estate', 'Finance'",'Ben Brouscher'
8230849,RESA_2019_009.840,11-01-2019,Sang Noir S.à r.l.,"  50, Avenue Grand-Duc Jean, ","'Commercial', 'Development'",'Ariane VAN SIMPSEN '
8230817,RESA_2019_009.85,11-01-2019,"GIP Capital Solutions Feeder Fund ll (EEA), SCSp"," 6, rue Eugène Ruppert, L-2453 Luxembourg, Grand-Duché de Luxembourg  EXTRAIT DU",'Investment',
B230818,RESA_2019_009.87,11-01-2019,"GIP Capital Solutions Fund ll SCSp, L.P."," 6, rue Eugène Ruppert, L-2453 Luxembourg, Grand-Duché de Luxembourg  EXTRAIT DU",'Investment',
8230819,RESA_2019_009.89,11-01-2019,Industrial Strategic Group S.à r.l.," 23, avenue Monterey L-2163 Luxembourg ",,"'Abdelkader DERROUICHE', 'Kamel ALIAT', 'Alexander BROWNING', 'Kamel Aliat', 'Alexander Browning', 'Helena RAMOS', 'Emilie LAMY', 'Natalie RAMSDEN'"
8230820,RESA_2019_009.95,11-01-2019,Industrial Investment Group S.à r.l.," 23, avenue Monterey L-2163 Luxembourg ",,"'Abdelkader DERROUICHE', 'Kamel ALIAT', 'Alexander BROWNING', 'Kamel Aliat', 'Alexander Browning', 'Helena RAMOS', 'Emilie LAMY', 'Natalie RAMSDEN'"
B230866,RESA_2019_011.169,14-01-2019,Dome Estates Hertford S.à r.l.," 33, avenue Monterey  L-2163 Luxembourg, Grand-Duché de Luxembourg ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANI'
8230867,RESA_2019_011.170,14-01-2019,« De Buttek S. à r. |. »,"L-5445 Schengen 20, Wäistrooss ",,'Yves GLODEN'
8230868,RESA_2019_011.171,14-01-2019,HICAM S.A.," 2, boulevard de la foire L — 1528 Luxembourg  ",,'Liridon ELSHANI'
B230869,RESA_2019_011.173,14-01-2019,MacroEquity Global Investments,,'Investment',"'Hildegard Winnebeck', 'Solange Wolter-Schieres', 'Maciej Wisniewski', 'Simone Dalle Nogare', 'Ina Mangelsdorf—Wallner'"
B230870,RESA_2019_011.174,14-01-2019,North Haven Credit Partners Ill Feeder SCSp," 6D, route de Trèves, L-2633 Sénningerbérg, Grand-Duché de Luxembourg  EXTRAIT DU",,
B230871,RESA_2019_011.176,14-01-2019,Steenbok Lux Finco 2 S.à r.l," 56, rue Charles Martel,L-2134 Luxembourg. ","'Acquisition', 'Holding', 'Foreign', 'Administration', 'Development', 'Management'",'Francoise Kindt'
8230872,RESA_2019_011.184,14-01-2019,North Haven Credit Partners Ill SCSp," 6D, route de Trèves, L-2633 Sénningerbérg, Grand-Duché de Luxembourg  EXTRAIT DU","'Debt', 'Investment', 'Subscription'",
B230873,RESA_2019_011.187,14-01-2019,Dome Estates Banbury S.à r.l.," 33, avenue Monterey  L-2163 Luxembourg, Grand-Duché de Luxembourg ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANI'
B230874,RESA_2019_011.195,14-01-2019,Dome Estates Blackburn S.à r.l.,"33, avenue Monterey  L-2163 Luxembourg, Grand-Duché de Luxembourg ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANI'
8230875,RESA_2019_011.220,14-01-2019,Dome Estates Ashton S.à r.l.," 33, avenue Monterey  L-2163 Luxembourg, Grand-Duché de Luxembourg ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANI'
B230853,RESA_2019_011.25,14-01-2019,Dome Estates Portfolio S.à r.l.," 33, avenue Monterey  L-2163 Luxembourg Grand-Duché de Luxembourg ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANI'
8230854,RESA_2019_011.26,14-01-2019,SOFITRANS EUROPE,,,
8230855,RESA_2019_011.27,14-01-2019,YUMMYWEED S.à r.l," 2A, rue Michel Rodange, L-4760 Pétange, ","'Commercial', 'Development'","'KLEM Olivier', 'HEROLD Jérémie'"
8230856,RESA_2019_011.28,14-01-2019,Corp Investment Limited S.à r.l.," 18, rue Robert Stumper, L-25 57 Luxembourg, ",,"'Benoit De FROIDMONT', 'Benoît De FROIDMON T'"
8230857,RESA_2019_011.29,14-01-2019,Tamaris Venture Capital," 24, rue Astrid, L-1143 Luxembourg  Extrait du","'Purchase', 'Development'",
B230858,RESA_2019_011.30,14-01-2019,Dome Estates MK S.à r.l.," 33, avenue Monterey  L-2163 Luxembourg, Grand-Duché de Luxembourg ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANI'
B230859,RESA_2019_011.31,14-01-2019,VOUNO S.àr.l.," 4, rue Willy Goergen, L — 1636 Luxembourg    ",'Acquisition','Paraskevas Pâris MOURATOGLOU'
B230860,RESA_2019_011.32,14-01-2019,Lux Services Immo S.à r.l. en abrégé LS Immo," L-4690 Differdange, 18, rue Ady Claude ",,"'Roberto IENTILE', 'Roberto lENTlLE', 'Libania PEREIRA', 'Cindy THERWER', 'Léana NOTO'"
